id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,trip_duration,pickup_neighborhood,dropoff_neighborhood
182,1,2016-01-01 00:32:26,2016-01-01 01:04:39,1,3.6,-73.9927215576,40.7632331848,-73.9541473389,40.7771720886,2,1933.0,P,AM
183,1,2016-01-01 00:32:32,2016-01-01 00:52:44,1,8.1,-73.7900085449,40.6467628479,-73.8273468018,40.6943016052,2,1212.0,G,T
184,1,2016-01-01 00:32:56,2016-01-01 00:43:27,1,2.2,-73.9647979736,40.683216095,-73.989151001,40.6657333374,2,631.0,V,M
185,2,2016-01-01 00:32:57,2016-01-01 00:43:57,2,3.08,-73.9747543335,40.7881126404,-73.9455413818,40.8252563477,2,660.0,I,AL
186,2,2016-01-01 00:32:57,2016-01-01 00:56:56,1,3.84,-73.9481048584,40.7845306396,-73.9812316895,40.7442131042,1,1439.0,C,Y
187,2,2016-01-01 00:33:19,2016-01-01 00:44:02,3,1.5,-74.0050964355,40.7517318726,-73.9855270386,40.7439994812,2,643.0,AG,AO
188,1,2016-01-01 00:33:42,2016-01-01 00:40:39,1,2.2,-73.9541702271,40.7071800232,-73.9896850586,40.7203445435,2,417.0,Z,AC
189,2,2016-01-01 00:33:47,2016-01-01 00:46:44,1,4.45,-74.0043563843,40.7076416016,-73.9407577515,40.7199401855,1,777.0,AU,Z
190,1,2016-01-01 00:34:11,2016-01-01 00:52:29,1,4.0,-73.9511260986,40.7786369324,-73.9765014648,40.7288017273,1,1098.0,AM,AT
191,1,2016-01-01 00:34:14,2016-01-01 00:47:02,1,1.6,-73.9879302979,40.7436447144,-73.9691772461,40.7551345825,1,768.0,AO,N
192,2,2016-01-01 00:34:31,2016-01-01 00:45:51,1,2.31,-74.003288269,40.7326698303,-73.9788513184,40.7136611938,2,680.0,AB,AC
193,1,2016-01-01 00:34:31,2016-01-01 00:59:22,2,4.9,-73.995223999,40.7270545959,-73.9246673584,40.6920051575,2,1491.0,H,E
194,2,2016-01-01 00:34:31,2016-01-01 00:56:49,3,1.94,-73.9798812866,40.7493896484,-73.9956512451,40.7594413757,2,1338.0,AD,P
195,1,2016-01-01 00:34:32,2016-01-01 00:51:49,2,7.3,-73.9758300781,40.7654838562,-74.0172576904,40.7052001953,2,1037.0,A,AU
196,2,2016-01-01 00:34:37,2016-01-01 00:52:13,2,3.32,-74.0085906982,40.7289047241,-73.9907989502,40.7660217285,1,1056.0,AB,AR
197,1,2016-01-01 00:34:44,2016-01-01 00:53:02,2,3.9,-73.9874649048,40.7441673279,-73.9539718628,40.7294006348,1,1098.0,AO,Z
198,1,2016-01-01 00:34:46,2016-01-01 00:53:44,1,2.7,-73.9405441284,40.7503356934,-73.9087142944,40.7728881836,1,1138.0,AN,W
199,1,2016-01-01 00:34:49,2016-01-01 00:46:37,1,1.8,-73.993850708,40.7201881409,-73.9808654785,40.7418937683,1,708.0,X,Y
200,2,2016-01-01 00:34:49,2016-01-01 00:55:58,1,5.28,-73.9731216431,40.7550735474,-73.9589614868,40.7158355713,1,1269.0,AD,Z
201,2,2016-01-01 00:34:59,2016-01-01 00:45:10,6,1.53,-73.9688415527,40.7699737549,-73.9639282227,40.7545280457,2,611.0,AK,N
202,1,2016-01-01 00:35:00,2016-01-01 01:02:51,3,4.3,-73.9876098633,40.7471618652,-73.9644470215,40.7918052673,2,1671.0,AO,U
203,2,2016-01-01 00:35:04,2016-01-01 00:41:35,1,1.46,-73.9672698975,40.8034629822,-73.9551696777,40.8202514648,1,391.0,AH,AL
204,2,2016-01-01 00:35:14,2016-01-01 00:36:34,1,0.52,-73.9649887085,40.7553710938,-73.9601669312,40.7620010376,2,80.0,N,K
205,1,2016-01-01 00:35:23,2016-01-01 00:56:58,1,2.5,-74.005569458,40.7388877869,-73.9784927368,40.7621421814,2,1295.0,Q,A
206,2,2016-01-01 00:35:25,2016-01-01 01:02:42,1,6.09,-73.9914932251,40.7600440979,-74.0091552734,40.7066268921,2,1637.0,P,AU
207,2,2016-01-01 00:35:44,2016-01-01 01:06:02,5,9.01,-73.972038269,40.7821388245,-73.964553833,40.7183914185,2,1818.0,I,Z
208,2,2016-01-01 00:35:52,2016-01-01 00:37:51,1,0.58,-73.9817657471,40.7784461975,-73.9765777588,40.785030365,1,119.0,AV,I
209,1,2016-01-01 00:36:00,2016-01-01 00:52:24,3,2.4,-73.9831161499,40.7561988831,-73.9545593262,40.7696228027,1,984.0,AA,K
210,2,2016-01-01 00:36:13,2016-01-01 01:05:37,1,3.98,-73.9484405518,40.7780685425,-73.9963531494,40.7609481812,2,1764.0,AM,P
211,1,2016-01-01 00:36:30,2016-01-01 00:50:48,2,2.1,-74.0025939941,40.760723114,-73.9775543213,40.7520980835,2,858.0,P,AD
212,2,2016-01-01 00:36:39,2016-01-01 00:52:35,1,1.45,-73.9709701538,40.7517089844,-73.9918670654,40.7544403076,2,956.0,AD,D
213,1,2016-01-01 00:36:55,2016-01-01 00:57:54,1,2.9,-73.9873962402,40.7752113342,-73.9827270508,40.7470703125,1,1259.0,AV,AO
214,2,2016-01-01 00:37:08,2016-01-01 00:42:33,2,0.74,-73.9898452759,40.7386322021,-73.9816513062,40.7390899658,2,325.0,R,Y
215,2,2016-01-01 00:37:10,2016-01-01 00:46:41,1,1.33,-73.9421081543,40.8173103333,-73.9592285156,40.8202095032,2,571.0,AL,AL
216,1,2016-01-01 00:37:23,2016-01-01 01:05:43,1,10.1,-74.000831604,40.7258529663,-73.9393463135,40.8483390808,1,1700.0,X,S
217,2,2016-01-01 00:37:31,2016-01-01 00:44:46,3,1.2,-73.9844589233,40.7369308472,-73.9775390625,40.747051239,1,435.0,R,Y
218,2,2016-01-01 00:37:33,2016-01-01 00:56:16,1,4.41,-74.0064315796,40.7095909119,-73.9955368042,40.6778907776,2,1123.0,AU,AS
219,2,2016-01-01 00:37:50,2016-01-01 01:04:25,5,4.69,-73.9958114624,40.7438201904,-73.9749069214,40.7928390503,2,1595.0,AP,U
220,2,2016-01-01 00:38:03,2016-01-01 01:03:01,2,5.2,-73.9776916504,40.6675109863,-73.9563903809,40.7142486572,1,1498.0,V,Z
221,2,2016-01-01 00:38:06,2016-01-01 00:48:15,3,1.75,-73.9972839355,40.7225112915,-74.0159072876,40.7114257812,1,609.0,X,AU
222,1,2016-01-01 00:38:10,2016-01-01 00:58:57,1,4.5,-73.9587860107,40.7806663513,-73.9197540283,40.8345298767,1,1247.0,O,S
223,2,2016-01-01 00:38:32,2016-01-01 00:45:55,1,1.26,-73.9464569092,40.7808761597,-73.9362335205,40.7949256897,2,443.0,AM,J
225,2,2016-01-01 00:38:37,2016-01-01 00:52:46,3,3.35,-73.9374313354,40.7056655884,-73.9501724243,40.6715965271,1,849.0,E,AW
226,2,2016-01-01 00:38:44,2016-01-01 00:52:24,5,2.3,-73.9756774902,40.7817687988,-73.94896698,40.7733001709,1,820.0,I,AM
227,1,2016-01-01 00:38:46,2016-01-01 00:50:51,2,1.8,-74.0026321411,40.7395629883,-73.9942626953,40.7585754395,1,725.0,Q,P
228,2,2016-01-01 00:39:00,2016-01-01 01:08:41,1,12.45,-73.9838867188,40.7439002991,-73.8187026978,40.8253936768,2,1781.0,AO,AI
229,2,2016-01-01 00:39:04,2016-01-01 00:46:46,1,1.46,-73.9137420654,40.7565612793,-73.8936691284,40.7508087158,2,462.0,W,AJ
230,2,2016-01-01 00:39:21,2016-01-01 00:58:58,1,5.12,-73.9913635254,40.7501792908,-74.0065383911,40.7066345215,1,1177.0,D,AU
231,2,2016-01-01 00:39:23,2016-01-01 00:53:36,3,3.38,-73.9422073364,40.7864685059,-73.955329895,40.8203315735,2,853.0,C,AL
232,2,2016-01-01 00:39:30,2016-01-01 00:50:39,1,3.24,-73.9784545898,40.7288131714,-73.9555587769,40.7667999268,1,669.0,AT,K
233,1,2016-01-01 00:39:43,2016-01-01 00:48:10,1,1.1,-74.0016937256,40.7356948853,-73.9888916016,40.7365989685,1,507.0,AB,R
234,2,2016-01-01 00:39:47,2016-01-01 00:56:42,2,9.58,-73.9832382202,40.6962089539,-73.9119033813,40.7769393921,2,1015.0,AS,W
235,2,2016-01-01 00:39:53,2016-01-01 00:50:50,1,2.26,-73.9463882446,40.7808799744,-73.9795074463,40.7894706726,1,657.0,AM,I
236,1,2016-01-01 00:39:54,2016-01-01 00:48:22,1,1.6,-73.9518814087,40.82472229,-73.952796936,40.8046836853,1,508.0,AL,AH
237,1,2016-01-01 00:39:56,2016-01-01 00:55:18,1,1.5,-73.9888458252,40.7424240112,-73.9808578491,40.7596321106,2,922.0,R,A
238,1,2016-01-01 00:40:04,2016-01-01 00:50:43,1,2.1,-73.9797515869,40.7836799622,-73.9486694336,40.7738761902,1,639.0,I,AM
240,2,2016-01-01 00:40:08,2016-01-01 00:54:16,1,3.17,-74.0057907104,40.7420501709,-74.0137023926,40.7022781372,1,848.0,Q,AU
241,1,2016-01-01 00:40:13,2016-01-01 00:49:04,2,1.3,-74.0023880005,40.7396316528,-73.9871139526,40.7292747498,2,531.0,Q,H
242,1,2016-01-01 00:40:14,2016-01-01 01:02:39,1,5.6,-73.9705047607,40.7989959717,-73.9900665283,40.7417564392,1,1345.0,U,R
243,2,2016-01-01 00:40:18,2016-01-01 00:43:07,1,0.39,-73.9912338257,40.7450904846,-73.9922943115,40.7492332458,1,169.0,D,D
244,1,2016-01-01 00:40:30,2016-01-01 00:51:56,1,2.0,-73.9511566162,40.7809829712,-73.9629135132,40.7632522583,1,686.0,C,AK
245,2,2016-01-01 00:40:43,2016-01-01 01:13:58,2,6.86,-73.9725723267,40.7859420776,-73.9766845703,40.7435646057,1,1995.0,I,Y
246,2,2016-01-01 00:40:52,2016-01-01 00:50:19,1,2.1,-73.9888763428,40.7193183899,-73.980178833,40.7429504395,1,567.0,AC,Y
247,2,2016-01-01 00:41:15,2016-01-01 00:54:18,2,2.47,-73.9848632812,40.7324714661,-74.0067520142,40.7079391479,1,783.0,AT,AU
248,2,2016-01-01 00:41:33,2016-01-01 01:05:22,5,7.92,-73.9890441895,40.7440338135,-73.9338912964,40.7048721313,1,1429.0,AO,E
249,1,2016-01-01 00:41:33,2016-01-01 00:47:23,2,0.8,-73.9829483032,40.7351608276,-73.9834365845,40.7262382507,1,350.0,R,AT
250,1,2016-01-01 00:41:33,2016-01-01 01:00:49,1,2.1,-73.9800033569,40.7430419922,-73.9886016846,40.7213096619,1,1156.0,Y,AC
251,1,2016-01-01 00:41:55,2016-01-01 01:10:50,1,10.9,-73.9865951538,40.7515335083,-73.9744796753,40.6499443054,2,1735.0,AO,AF
252,2,2016-01-01 00:41:55,2016-01-01 00:52:42,1,2.78,-73.9912033081,40.765411377,-73.9677047729,40.800453186,2,647.0,P,AH
253,2,2016-01-01 00:42:04,2016-01-01 00:46:09,2,0.57,-73.9838790894,40.7432022095,-73.9874420166,40.7472610474,1,245.0,AO,AO
254,1,2016-01-01 00:42:05,2016-01-01 00:54:10,2,1.7,-73.9879989624,40.7188949585,-73.9868087769,40.7291412354,1,725.0,AC,H
255,2,2016-01-01 00:42:15,2016-01-01 01:04:31,6,3.92,-74.0027542114,40.6848754883,-73.9481887817,40.6760368347,1,1336.0,AS,AW
256,2,2016-01-01 00:42:48,2016-01-01 00:56:08,1,1.12,-73.9900894165,40.7620887756,-73.9945983887,40.7504806519,1,800.0,AA,D
257,2,2016-01-01 00:42:59,2016-01-01 00:43:34,2,0.01,-74.0094985962,40.7062759399,-74.0094985962,40.7062759399,2,35.0,AU,AU
258,2,2016-01-01 00:43:16,2016-01-01 00:50:06,2,2.14,-73.9697799683,40.757270813,-73.9484024048,40.7797393799,2,410.0,N,AM
259,1,2016-01-01 00:43:34,2016-01-01 01:03:10,2,3.4,-73.9523239136,40.7755889893,-73.9846954346,40.7347602844,2,1176.0,AM,R
260,2,2016-01-01 00:43:34,2016-01-01 01:01:04,2,2.19,-73.9903869629,40.7408905029,-73.9936294556,40.7620506287,2,1050.0,R,P
261,2,2016-01-01 00:43:55,2016-01-01 00:58:17,1,3.7,-73.9645080566,40.7564506531,-73.9432601929,40.7688789368,2,862.0,N,AM
262,2,2016-01-01 00:44:16,2016-01-01 00:47:02,1,1.1,-73.9699630737,40.7895507812,-73.9808883667,40.777431488,1,166.0,U,AV
263,2,2016-01-01 00:44:17,2016-01-01 00:53:13,5,1.0,-73.9792022705,40.7443122864,-73.9713668823,40.7569732666,2,536.0,Y,N
264,2,2016-01-01 00:44:31,2016-01-01 00:52:43,1,1.32,-73.9254989624,40.6981315613,-73.9412765503,40.7082595825,2,492.0,E,Z
265,1,2016-01-01 00:44:32,2016-01-01 01:03:34,3,3.2,-73.9964370728,40.6907577515,-73.9881286621,40.6596298218,1,1142.0,AS,M
266,2,2016-01-01 00:44:32,2016-01-01 01:10:22,1,5.26,-73.9963989258,40.7444038391,-73.9697036743,40.8000221252,1,1550.0,AP,U
267,1,2016-01-01 00:44:46,2016-01-01 01:03:44,1,3.2,-73.9813690186,40.7804145813,-73.9814758301,40.7421531677,1,1138.0,AV,Y
268,1,2016-01-01 00:44:48,2016-01-01 00:50:03,3,0.8,-73.952796936,40.7722816467,-73.9432601929,40.7772941589,2,315.0,AM,AM
269,2,2016-01-01 00:44:55,2016-01-01 00:48:57,1,0.83,-73.9779586792,40.7863082886,-73.9750823975,40.7942810059,1,242.0,I,U
270,1,2016-01-01 00:45:23,2016-01-01 00:55:28,1,1.6,-73.8917236328,40.768787384,-73.9139022827,40.7653503418,2,605.0,AJ,W
271,2,2016-01-01 00:45:37,2016-01-01 00:57:05,1,2.23,-73.9897384644,40.7262382507,-73.9869766235,40.7495918274,1,688.0,H,AO
272,1,2016-01-01 00:45:42,2016-01-01 00:48:42,1,0.7,-73.9650497437,40.7917022705,-73.9530563354,40.7866325378,2,180.0,U,C
273,1,2016-01-01 00:45:43,2016-01-01 00:48:47,1,0.5,-73.9540252686,40.7754020691,-73.9479064941,40.7787971497,2,184.0,AM,AM
275,2,2016-01-01 00:45:56,2016-01-01 00:56:51,1,1.76,-73.9958724976,40.7439498901,-73.9730453491,40.7443351746,1,655.0,AP,Y
276,1,2016-01-01 00:46:12,2016-01-01 01:04:41,1,9.5,-73.9722442627,40.7939224243,-73.8683166504,40.8312416077,2,1109.0,U,AI
277,2,2016-01-01 00:46:40,2016-01-01 01:16:01,5,4.86,-73.994102478,40.7615203857,-73.9903488159,40.7139892578,2,1761.0,P,AC
278,1,2016-01-01 00:46:51,2016-01-01 00:50:44,2,0.8,-73.9492645264,40.7812309265,-73.9565582275,40.771270752,2,233.0,C,K
279,2,2016-01-01 00:46:59,2016-01-01 00:58:27,1,1.64,-74.0041885376,40.7403488159,-74.0033111572,40.7229194641,1,688.0,Q,X
280,2,2016-01-01 00:47:22,2016-01-01 00:54:17,1,1.2,-73.9898223877,40.7334289551,-73.9800567627,40.748790741,1,415.0,H,AD
281,1,2016-01-01 00:47:32,2016-01-01 01:13:20,1,2.6,-73.9609451294,40.7615776062,-73.9925308228,40.7666282654,2,1548.0,AK,P
282,1,2016-01-01 00:47:43,2016-01-01 00:52:35,1,0.7,-73.9880065918,40.7380447388,-73.9893569946,40.7317886353,2,292.0,R,H
283,1,2016-01-01 00:47:43,2016-01-01 00:58:49,2,1.8,-74.0050582886,40.7285118103,-73.9804229736,40.7286567688,1,666.0,AB,AT
284,1,2016-01-01 00:47:47,2016-01-01 00:59:24,2,2.1,-73.9883499146,40.7315216064,-73.9722366333,40.7507705688,1,697.0,H,AD
285,2,2016-01-01 00:47:47,2016-01-01 01:02:05,5,4.1,-73.9526443481,40.7765922546,-73.926574707,40.7618408203,2,858.0,AM,W
286,2,2016-01-01 00:47:48,2016-01-01 00:54:16,5,1.13,-73.980255127,40.7416152954,-73.9914855957,40.7383728027,1,388.0,Y,R
287,1,2016-01-01 00:48:10,2016-01-01 01:03:44,1,2.8,-73.9649276733,40.7600402832,-73.9956817627,40.7359580994,1,934.0,N,AP
288,2,2016-01-01 00:48:19,2016-01-01 00:57:37,1,2.08,-74.0091247559,40.7306594849,-74.0124435425,40.7067947388,1,558.0,AB,AU
289,2,2016-01-01 00:48:27,2016-01-01 00:58:52,1,0.94,-73.9822235107,40.7463531494,-73.9847183228,40.7531814575,1,625.0,AO,AA
290,2,2016-01-01 00:48:28,2016-01-01 00:55:56,3,1.07,-73.9757537842,40.7491416931,-73.971321106,40.7608680725,1,448.0,AD,A
291,2,2016-01-01 00:48:38,2016-01-01 01:17:37,5,3.34,-73.9869766235,40.7660942078,-73.9886322021,40.7369537354,1,1739.0,AR,R
292,1,2016-01-01 00:48:51,2016-01-01 01:28:31,2,9.2,-73.9729156494,40.7931632996,-73.9734420776,40.6932563782,1,2380.0,U,V
293,1,2016-01-01 00:49:17,2016-01-01 00:50:48,1,0.1,-73.9362792969,40.8059654236,-73.9385452271,40.805847168,3,91.0,J,J
294,2,2016-01-01 00:49:19,2016-01-01 01:05:12,1,1.87,-73.9923171997,40.7409515381,-73.9949188232,40.7603302002,1,953.0,AP,P
295,1,2016-01-01 00:49:36,2016-01-01 01:00:09,1,2.0,-73.970741272,40.7518386841,-73.9889602661,40.7267494202,1,633.0,N,H
297,2,2016-01-01 00:49:42,2016-01-01 00:57:31,1,0.3,-73.9941558838,40.7511901855,-73.9960098267,40.7541770935,1,469.0,D,D
298,1,2016-01-01 00:49:42,2016-01-01 01:01:28,1,3.0,-73.9560394287,40.7661132812,-73.9497299194,40.7440834045,3,706.0,K,AN
299,2,2016-01-01 00:49:49,2016-01-01 01:15:24,2,3.63,-73.9929199219,40.7585830688,-73.9911880493,40.7244644165,1,1535.0,P,H
300,2,2016-01-01 00:50:27,2016-01-01 01:09:28,2,2.39,-73.9989624023,40.7445716858,-73.987121582,40.7208518982,1,1141.0,AP,AC
301,1,2016-01-01 00:50:32,2016-01-01 01:15:46,2,6.5,-73.9812316895,40.7291793823,-73.9148406982,40.7680587769,2,1514.0,AT,W
302,1,2016-01-01 00:50:41,2016-01-01 01:02:37,2,2.0,-73.9480819702,40.8300247192,-73.9574813843,40.8035507202,2,716.0,AL,AH
303,2,2016-01-01 00:50:42,2016-01-01 01:13:23,5,5.64,-73.9264221191,40.7658996582,-73.9670562744,40.7927818298,1,1361.0,W,U
304,2,2016-01-01 00:50:45,2016-01-01 01:06:24,1,6.54,-73.9811172485,40.7444534302,-73.8779525757,40.7393493652,2,939.0,Y,AJ
305,2,2016-01-01 00:50:49,2016-01-01 01:05:02,1,1.43,-74.0028610229,40.760383606,-73.9856185913,40.7688980103,2,853.0,P,AR
306,1,2016-01-01 00:50:50,2016-01-01 00:54:46,1,0.9,-73.9502944946,40.7714500427,-73.9531173706,40.7800216675,1,236.0,AM,C
307,1,2016-01-01 00:50:51,2016-01-01 01:00:50,2,1.6,-73.9835205078,40.7422523499,-73.9684295654,40.7597999573,1,599.0,AO,N
308,2,2016-01-01 00:50:52,2016-01-01 00:54:23,6,0.62,-73.970161438,40.7940559387,-73.965965271,40.8015136719,2,211.0,U,AH
309,1,2016-01-01 00:51:05,2016-01-01 00:53:57,2,0.6,-73.9770431519,40.7827033997,-73.9785461426,40.7881469727,1,172.0,I,I
310,2,2016-01-01 00:51:13,2016-01-01 01:01:57,5,1.42,-73.9977416992,40.7466506958,-73.9930877686,40.7620506287,1,644.0,AP,P
311,2,2016-01-01 00:51:19,2016-01-01 00:54:42,5,0.28,-73.9888076782,40.7441520691,-73.9879608154,40.7408218384,2,203.0,AO,R
312,1,2016-01-01 00:51:24,2016-01-01 01:00:58,1,1.2,-73.9912567139,40.7503128052,-74.0008926392,40.7345809937,1,574.0,D,AB
313,2,2016-01-01 00:51:25,2016-01-01 01:17:25,5,4.59,-73.9507827759,40.7058029175,-74.005027771,40.7399711609,2,1560.0,Z,Q
314,1,2016-01-01 00:51:51,2016-01-01 01:20:54,1,3.8,-73.9470825195,40.7817611694,-73.9905471802,40.7611961365,2,1743.0,C,P
315,1,2016-01-01 00:52:00,2016-01-01 01:09:35,3,2.7,-73.9704360962,40.7966690063,-73.9911880493,40.7604598999,1,1055.0,U,P
316,1,2016-01-01 00:52:08,2016-01-01 00:55:27,1,0.5,-73.986000061,40.7676963806,-73.9931411743,40.7662124634,2,199.0,AR,P
317,1,2016-01-01 00:52:09,2016-01-01 01:17:51,1,4.4,-73.9822540283,40.7765197754,-73.9793548584,40.7275161743,2,1542.0,AV,AT
318,1,2016-01-01 00:52:20,2016-01-01 00:58:28,3,0.9,-73.9801940918,40.7345085144,-73.9886245728,40.7273368835,1,368.0,AT,H
319,2,2016-01-01 00:52:21,2016-01-01 01:14:45,5,9.69,-73.9568862915,40.6734237671,-73.9063262939,40.7726135254,1,1344.0,AW,W
320,1,2016-01-01 00:52:23,2016-01-01 01:05:23,2,2.2,-74.003616333,40.7483406067,-73.9826812744,40.7731666565,1,780.0,AG,AV
321,1,2016-01-01 00:52:24,2016-01-01 01:04:03,2,1.9,-73.9824523926,40.7385444641,-74.0000686646,40.7215003967,1,699.0,R,X
322,1,2016-01-01 00:52:28,2016-01-01 01:03:55,4,1.6,-74.001449585,40.7392807007,-73.9901504517,40.7248382568,1,687.0,Q,H
323,2,2016-01-01 00:52:31,2016-01-01 00:59:01,6,1.31,-73.9658966064,40.7902450562,-73.9787521362,40.776512146,2,390.0,U,AV
324,2,2016-01-01 00:52:39,2016-01-01 01:12:13,1,5.32,-73.9184494019,40.742931366,-73.9751815796,40.7357940674,2,1174.0,L,Y
325,2,2016-01-01 00:52:54,2016-01-01 00:56:52,1,0.49,-73.9618835449,40.7597541809,-73.9682693481,40.762260437,2,238.0,AK,AK
326,1,2016-01-01 00:52:57,2016-01-01 01:08:26,1,2.3,-73.961479187,40.7564430237,-73.9926223755,40.7520141602,1,929.0,N,D
327,1,2016-01-01 00:53:05,2016-01-01 01:04:49,2,1.7,-73.9553451538,40.7735366821,-73.9812545776,40.7843322754,1,704.0,O,I
328,1,2016-01-01 00:53:06,2016-01-01 01:04:26,1,1.9,-73.981590271,40.7677459717,-73.9542999268,40.7701187134,1,680.0,AR,K
329,2,2016-01-01 00:53:08,2016-01-01 00:58:28,1,0.84,-73.9922103882,40.730682373,-73.9837112427,40.723815918,1,320.0,H,AC
330,1,2016-01-01 00:53:44,2016-01-01 01:09:58,2,3.2,-73.9863891602,40.7379112244,-73.960067749,40.7763557434,2,974.0,R,O
331,2,2016-01-01 00:53:45,2016-01-01 01:07:04,1,4.05,-73.9501495361,40.7799835205,-73.9305038452,40.7570533752,2,799.0,AM,W
332,2,2016-01-01 00:53:46,2016-01-01 01:09:37,1,7.65,-73.9595870972,40.7628517151,-73.9401397705,40.843711853,1,951.0,K,S
333,2,2016-01-01 00:53:55,2016-01-01 01:05:19,5,1.97,-73.9416503906,40.7140388489,-73.9325332642,40.694278717,1,684.0,Z,E
334,1,2016-01-01 00:54:12,2016-01-01 01:14:01,2,4.5,-73.9257659912,40.7588195801,-73.9871292114,40.7472229004,1,1189.0,W,AO
335,2,2016-01-01 00:54:16,2016-01-01 01:07:26,6,3.23,-73.9853439331,40.7445983887,-73.9518737793,40.7735443115,1,790.0,AO,AM
336,2,2016-01-01 00:54:23,2016-01-01 00:58:11,1,0.83,-73.958984375,40.768032074,-73.9663467407,40.7579612732,1,228.0,K,N
337,1,2016-01-01 00:54:25,2016-01-01 00:58:51,2,0.8,-73.9856491089,40.7383308411,-73.9861984253,40.7305870056,1,266.0,R,AT
338,1,2016-01-01 00:54:34,2016-01-01 01:03:38,1,4.0,-73.9607925415,40.7612609863,-73.9817428589,40.7213783264,1,544.0,K,AC
339,1,2016-01-01 00:54:55,2016-01-01 01:16:49,1,2.3,-73.9796142578,40.7137947083,-74.0027389526,40.7333068848,2,1314.0,AC,AB
340,2,2016-01-01 00:55:00,2016-01-01 01:05:46,1,2.03,-73.973739624,40.794342041,-73.9891052246,40.7771224976,2,646.0,U,AV
341,1,2016-01-01 00:55:15,2016-01-01 01:13:52,2,3.6,-73.9872817993,40.7325286865,-73.957824707,40.7176856995,1,1117.0,H,Z
342,2,2016-01-01 00:55:17,2016-01-01 00:57:06,3,0.09,-73.9768981934,40.7643013,-73.9743118286,40.7629089355,2,109.0,A,A
343,2,2016-01-01 00:55:41,2016-01-01 01:31:50,1,8.78,-74.0157318115,40.7114524841,-73.9563674927,40.8133811951,1,2169.0,AU,AL
344,2,2016-01-01 00:55:50,2016-01-01 01:04:19,1,1.08,-73.9716949463,40.7637901306,-73.9562301636,40.763256073,2,509.0,A,K
345,2,2016-01-01 00:55:51,2016-01-01 01:08:28,1,3.0,-73.9642105103,40.8026008606,-73.9364929199,40.8403511047,1,757.0,AH,S
346,2,2016-01-01 00:56:04,2016-01-01 01:02:33,5,1.24,-73.9646224976,40.7918586731,-73.9523086548,40.781539917,1,389.0,U,C
347,1,2016-01-01 00:56:24,2016-01-01 01:07:31,1,1.8,-73.9914627075,40.7501716614,-73.9889068604,40.7314758301,2,667.0,D,H
348,1,2016-01-01 00:56:27,2016-01-01 01:15:36,4,9.0,-74.0173110962,40.7047576904,-73.9412612915,40.794303894,2,1149.0,AU,J
349,2,2016-01-01 00:56:29,2016-01-01 01:03:47,1,0.95,-73.9965286255,40.7322807312,-73.9830169678,40.7250709534,1,438.0,H,AT
350,2,2016-01-01 00:56:38,2016-01-01 01:12:10,1,8.07,-73.9484710693,40.7742195129,-73.9934997559,40.6964492798,2,932.0,AM,AS
351,2,2016-01-01 00:56:40,2016-01-01 00:59:31,1,0.37,-73.9794692993,40.7766494751,-73.978477478,40.7728767395,1,171.0,AV,AV
352,2,2016-01-01 00:56:43,2016-01-01 01:01:48,5,0.85,-73.9825134277,40.7513923645,-73.9927597046,40.7477760315,1,305.0,AO,D
353,1,2016-01-01 00:56:56,2016-01-01 01:18:59,2,6.2,-73.9555435181,40.744468689,-73.9753265381,40.7953796387,1,1323.0,AN,U
354,2,2016-01-01 00:56:59,2016-01-01 01:11:17,1,2.05,-74.0015945435,40.741104126,-73.9928359985,40.7365074158,1,858.0,Q,AP
355,2,2016-01-01 00:57:04,2016-01-01 01:12:28,1,1.56,-73.9940414429,40.7565689087,-73.9995880127,40.7386512756,2,924.0,P,AP
356,2,2016-01-01 00:57:36,2016-01-01 01:10:35,2,2.54,-73.9740371704,40.7563934326,-73.9796829224,40.7821044922,1,779.0,AD,I
357,2,2016-01-01 00:57:44,2016-01-01 01:00:52,1,0.62,-73.9471206665,40.7799110413,-73.9533081055,40.7759056091,1,188.0,AM,AM
358,2,2016-01-01 00:57:45,2016-01-01 01:35:38,2,8.01,-73.9929962158,40.768119812,-74.0033111572,40.6836090088,1,2273.0,P,AS
359,2,2016-01-01 00:57:46,2016-01-01 01:28:03,1,6.61,-73.9498062134,40.7846488953,-74.0064620972,40.7405014038,1,1817.0,C,Q
360,1,2016-01-01 00:58:04,2016-01-01 01:00:42,1,0.5,-73.9836883545,40.7409210205,-73.9889526367,40.7365951538,1,158.0,R,R
361,1,2016-01-01 00:58:16,2016-01-01 01:32:37,1,2.9,-73.9765396118,40.7519187927,-74.0046844482,40.7418327332,2,2061.0,AD,Q
362,2,2016-01-01 00:58:23,2016-01-01 01:06:09,1,1.59,-73.9623794556,40.7591400146,-73.9759902954,40.7513046265,2,466.0,N,AD
363,1,2016-01-01 00:58:24,2016-01-01 01:08:26,1,1.8,-73.9918746948,40.7312927246,-74.0056381226,40.7484359741,1,602.0,H,AG
364,1,2016-01-01 00:58:38,2016-01-01 01:10:19,1,2.1,-74.0050964355,40.7060966492,-74.0012741089,40.7313804626,2,701.0,AU,AB
365,1,2016-01-01 00:58:39,2016-01-01 01:12:26,1,0.6,-73.9883499146,40.7643203735,-73.9945297241,40.7558403015,2,827.0,AR,P
